,0
2016-06-01 12:00:01-07:00,17623545.07316312
2016-06-01 12:00:02-07:00,17618409.754464872
2016-06-01 12:00:03-07:00,17616278.168243088
2016-06-01 12:00:04-07:00,17602284.83361632
2016-06-01 12:00:05-07:00,17620145.903274305
2016-06-01 12:00:06-07:00,17600376.159952614
2016-06-01 12:00:07-07:00,17588060.36638269
2016-06-01 12:00:08-07:00,17604944.818436988
2016-06-01 12:00:09-07:00,17620197.731166825
2016-06-01 12:00:10-07:00,17635439.94873639
2016-06-01 12:00:11-07:00,17647025.46895423
2016-06-01 12:00:12-07:00,17681477.386639893
2016-06-01 12:00:13-07:00,17714284.461665876
2016-06-01 12:00:14-07:00,17711750.53234169
2016-06-01 12:00:15-07:00,17703877.706152733
2016-06-01 12:00:16-07:00,17718073.76774467
2016-06-01 12:00:17-07:00,17732442.815484956
2016-06-01 12:00:18-07:00,17732432.527464576
2016-06-01 12:00:19-07:00,17728871.302929148
2016-06-01 12:00:20-07:00,17713245.28872475
2016-06-01 12:00:21-07:00,17709003.14465621
2016-06-01 12:00:22-07:00,17706253.293798964
2016-06-01 12:00:23-07:00,17707949.39857678
2016-06-01 12:00:24-07:00,17690538.40707127
2016-06-01 12:00:25-07:00,17692222.987588104
2016-06-01 12:00:26-07:00,17709310.936841406
2016-06-01 12:00:27-07:00,17704725.90650037
2016-06-01 12:00:28-07:00,17696251.57232671
2016-06-01 12:00:29-07:00,17679673.227813885
2016-06-01 12:00:30-07:00,17692402.142494984
2016-06-01 12:00:31-07:00,17701786.619142234
2016-06-01 12:00:32-07:00,17721304.361537464
2016-06-01 12:00:33-07:00,17687186.199040968
2016-06-01 12:00:34-07:00,17693098.2664119
2016-06-01 12:00:35-07:00,17702966.783217285
2016-06-01 12:00:36-07:00,17684824.632758085
2016-06-01 12:00:37-07:00,17695451.99029124
2016-06-01 12:00:38-07:00,17675749.31236707
2016-06-01 12:00:39-07:00,17677881.123788323
2016-06-01 12:00:40-07:00,17687834.25101574
2016-06-01 12:00:41-07:00,17691372.855305973
2016-06-01 12:00:42-07:00,17680236.515970998
2016-06-01 12:00:43-07:00,17672073.83933331
2016-06-01 12:00:44-07:00,17659645.749557484
2016-06-01 12:00:45-07:00,17651283.908970144
2016-06-01 12:00:46-07:00,17656185.855832566
2016-06-01 12:00:47-07:00,17667704.754201718
2016-06-01 12:00:48-07:00,17647378.031694967
2016-06-01 12:00:49-07:00,17669692.18204464
2016-06-01 12:00:50-07:00,17674643.39626319
2016-06-01 12:00:51-07:00,17682064.358558387
2016-06-01 12:00:52-07:00,17689322.41396425
2016-06-01 12:00:53-07:00,17684228.345669404
2016-06-01 12:00:54-07:00,17679476.293963872
2016-06-01 12:00:55-07:00,17675343.172267277
2016-06-01 12:00:56-07:00,17674756.37655317
2016-06-01 12:00:57-07:00,17664065.41867038
2016-06-01 12:00:58-07:00,17673516.438934755
2016-06-01 12:00:59-07:00,17687418.776260797
2016-06-01 12:01:00-07:00,17688737.03914996
2016-06-01 12:01:01-07:00,17686643.121649243
2016-06-01 12:01:02-07:00,17652009.60167062
2016-06-01 12:01:03-07:00,17655755.365246087
2016-06-01 12:01:04-07:00,17677668.158760637
2016-06-01 12:01:05-07:00,17692838.94532294
2016-06-01 12:01:06-07:00,17689765.379510794
2016-06-01 12:01:07-07:00,17688938.846207645
2016-06-01 12:01:08-07:00,17686512.2714582
2016-06-01 12:01:09-07:00,17701113.668997806
2016-06-01 12:01:10-07:00,17715169.104657512
2016-06-01 12:01:11-07:00,17702969.502907023
2016-06-01 12:01:12-07:00,17698474.459847674
2016-06-01 12:01:13-07:00,17697032.208002724
2016-06-01 12:01:14-07:00,17693489.498077884
2016-06-01 12:01:15-07:00,17680126.76001024
2016-06-01 12:01:16-07:00,17675943.173109483
2016-06-01 12:01:17-07:00,17655483.799177285
2016-06-01 12:01:18-07:00,17662118.586716775
2016-06-01 12:01:19-07:00,17671555.0349288
2016-06-01 12:01:20-07:00,17665274.99350054
2016-06-01 12:01:21-07:00,17683123.534370814
2016-06-01 12:01:22-07:00,17682076.177156206
2016-06-01 12:01:23-07:00,17658727.089869387
2016-06-01 12:01:24-07:00,17657123.635497373
2016-06-01 12:01:25-07:00,17664216.02958639
2016-06-01 12:01:26-07:00,17672786.92671965
2016-06-01 12:01:27-07:00,17672242.31297085
2016-06-01 12:01:28-07:00,17663979.83018384
2016-06-01 12:01:29-07:00,17664561.687061124
2016-06-01 12:01:30-07:00,17645375.907098636
2016-06-01 12:01:31-07:00,17634894.683896743
2016-06-01 12:01:32-07:00,17659078.605957266
