,0
2016-05-18 12:00:01-07:00,9581792.202788254
2016-05-18 12:00:02-07:00,9582335.743058782
2016-05-18 12:00:03-07:00,9581709.6819185
2016-05-18 12:00:04-07:00,9591810.092384199
2016-05-18 12:00:05-07:00,9586804.062452482
2016-05-18 12:00:06-07:00,9583974.125550004
2016-05-18 12:00:07-07:00,9581336.28203471
2016-05-18 12:00:08-07:00,9585380.10846499
2016-05-18 12:00:09-07:00,9569314.044556256
2016-05-18 12:00:10-07:00,9574120.222268593
2016-05-18 12:00:11-07:00,9578453.455243267
2016-05-18 12:00:12-07:00,9600200.801064452
2016-05-18 12:00:13-07:00,9600636.887925258
2016-05-18 12:00:14-07:00,9609526.732545039
2016-05-18 12:00:15-07:00,9616841.487785466
2016-05-18 12:00:16-07:00,9619406.717459576
2016-05-18 12:00:17-07:00,9623399.728704797
2016-05-18 12:00:18-07:00,9623019.727414666
2016-05-18 12:00:19-07:00,9614514.113371903
2016-05-18 12:00:20-07:00,9622394.309864668
2016-05-18 12:00:21-07:00,9629618.300263025
2016-05-18 12:00:22-07:00,9618250.957911668
2016-05-18 12:00:23-07:00,9627059.039755112
2016-05-18 12:00:24-07:00,9625057.709851116
2016-05-18 12:00:25-07:00,9612697.670054723
2016-05-18 12:00:26-07:00,9627849.659848137
2016-05-18 12:00:27-07:00,9612566.147742268
2016-05-18 12:00:28-07:00,9608538.191580333
2016-05-18 12:00:29-07:00,9597220.375389833
2016-05-18 12:00:30-07:00,9595602.067146163
2016-05-18 12:00:31-07:00,9593598.038258439
2016-05-18 12:00:32-07:00,9620448.274758447
2016-05-18 12:00:33-07:00,9598452.720781883
2016-05-18 12:00:34-07:00,9607429.276373498
2016-05-18 12:00:35-07:00,9617358.588032605
2016-05-18 12:00:36-07:00,9650868.0229454
2016-05-18 12:00:37-07:00,9643039.933440188
2016-05-18 12:00:38-07:00,9658575.048502391
2016-05-18 12:00:39-07:00,9668339.808541222
2016-05-18 12:00:40-07:00,9670946.965038758
2016-05-18 12:00:41-07:00,9656646.512041537
2016-05-18 12:00:42-07:00,9653570.286169972
2016-05-18 12:00:43-07:00,9650978.638164615
2016-05-18 12:00:44-07:00,9661587.714584747
2016-05-18 12:00:45-07:00,9670708.882809617
2016-05-18 12:00:46-07:00,9675923.627729647
2016-05-18 12:00:47-07:00,9677946.612464065
2016-05-18 12:00:48-07:00,9682321.36677626
2016-05-18 12:00:49-07:00,9689057.925889393
2016-05-18 12:00:50-07:00,9685659.570619166
2016-05-18 12:00:51-07:00,9700531.95330881
2016-05-18 12:00:52-07:00,9709016.716545599
2016-05-18 12:00:53-07:00,9716953.302728657
2016-05-18 12:00:54-07:00,9727928.807274833
2016-05-18 12:00:55-07:00,9726413.201764323
2016-05-18 12:00:56-07:00,9708458.102212269
2016-05-18 12:00:57-07:00,9699298.950597605
2016-05-18 12:00:58-07:00,9716947.451910848
2016-05-18 12:00:59-07:00,9719565.145304192
2016-05-18 12:01:00-07:00,9719541.453077264
2016-05-18 12:01:01-07:00,9720414.08852467
2016-05-18 12:01:02-07:00,9717107.008857045
2016-05-18 12:01:03-07:00,9718982.678635035
2016-05-18 12:01:04-07:00,9713918.600144789
2016-05-18 12:01:05-07:00,9698889.528415522
2016-05-18 12:01:06-07:00,9688756.405455971
2016-05-18 12:01:07-07:00,9700131.440476928
2016-05-18 12:01:08-07:00,9700780.99613944
2016-05-18 12:01:09-07:00,9714485.311369792
2016-05-18 12:01:10-07:00,9695524.453362588
2016-05-18 12:01:11-07:00,9702927.17778109
2016-05-18 12:01:12-07:00,9729749.657005332
2016-05-18 12:01:13-07:00,9720462.287151162
2016-05-18 12:01:14-07:00,9712496.890845599
2016-05-18 12:01:15-07:00,9712192.746924253
2016-05-18 12:01:16-07:00,9701532.787503708
2016-05-18 12:01:17-07:00,9706704.814446298
2016-05-18 12:01:18-07:00,9735209.881319938
2016-05-18 12:01:19-07:00,9742831.98375515
2016-05-18 12:01:20-07:00,9741373.362764794
2016-05-18 12:01:21-07:00,9750650.393685667
2016-05-18 12:01:22-07:00,9755377.34158372
2016-05-18 12:01:23-07:00,9745205.464716509
2016-05-18 12:01:24-07:00,9760779.02416123
2016-05-18 12:01:25-07:00,9777867.003709106
2016-05-18 12:01:26-07:00,9781145.240472613
2016-05-18 12:01:27-07:00,9784180.394846091
2016-05-18 12:01:28-07:00,9770235.76556641
2016-05-18 12:01:29-07:00,9763322.848250827
2016-05-18 12:01:30-07:00,9766050.819548503
2016-05-18 12:01:31-07:00,9763698.53917503
2016-05-18 12:01:32-07:00,9774094.198558737
2016-05-18 12:01:33-07:00,9798827.700895803
2016-05-18 12:01:34-07:00,9804598.186156664
2016-05-18 12:01:35-07:00,9788271.920853155
2016-05-18 12:01:36-07:00,9788651.204583261
2016-05-18 12:01:37-07:00,9792107.086327523
2016-05-18 12:01:38-07:00,9808649.803750051
2016-05-18 12:01:39-07:00,9789846.875078352
