,0
2016-05-02 12:00:01-07:00,9106264.858661674
2016-05-02 12:00:02-07:00,9112898.645368781
2016-05-02 12:00:03-07:00,9115010.56216739
2016-05-02 12:00:04-07:00,9125718.221845584
2016-05-02 12:00:05-07:00,9112697.171694973
2016-05-02 12:00:06-07:00,9113314.944516068
2016-05-02 12:00:07-07:00,9114101.350849915
2016-05-02 12:00:08-07:00,9097885.558223797
2016-05-02 12:00:09-07:00,9100277.031407544
2016-05-02 12:00:10-07:00,9113909.327303095
2016-05-02 12:00:11-07:00,9134927.681025486
2016-05-02 12:00:12-07:00,9133104.055154467
2016-05-02 12:00:13-07:00,9114596.313715829
2016-05-02 12:00:14-07:00,9109739.208209211
2016-05-02 12:00:15-07:00,9115514.51089043
2016-05-02 12:00:16-07:00,9126462.113450091
2016-05-02 12:00:17-07:00,9125748.883618047
2016-05-02 12:00:18-07:00,9142669.63123655
2016-05-02 12:00:19-07:00,9143918.611873902
2016-05-02 12:00:20-07:00,9147829.039356537
2016-05-02 12:00:21-07:00,9135328.710807305
2016-05-02 12:00:22-07:00,9132060.803165365
2016-05-02 12:00:23-07:00,9111961.023903351
2016-05-02 12:00:24-07:00,9121509.166759495
2016-05-02 12:00:25-07:00,9130248.006376194
2016-05-02 12:00:26-07:00,9130382.502904577
2016-05-02 12:00:27-07:00,9141557.464985054
2016-05-02 12:00:28-07:00,9134842.777210327
2016-05-02 12:00:29-07:00,9121976.679378284
2016-05-02 12:00:30-07:00,9116952.219485901
2016-05-02 12:00:31-07:00,9119654.941326719
2016-05-02 12:00:32-07:00,9113607.03049603
2016-05-02 12:00:33-07:00,9120676.258136386
2016-05-02 12:00:34-07:00,9141620.29123933
2016-05-02 12:00:35-07:00,9141638.011029225
2016-05-02 12:00:36-07:00,9153002.446784457
2016-05-02 12:00:37-07:00,9155834.287420724
2016-05-02 12:00:38-07:00,9157754.202106502
2016-05-02 12:00:39-07:00,9163234.442198137
2016-05-02 12:00:40-07:00,9150303.726691322
2016-05-02 12:00:41-07:00,9143898.096119726
2016-05-02 12:00:42-07:00,9152865.072600152
2016-05-02 12:00:43-07:00,9144051.302669292
2016-05-02 12:00:44-07:00,9136519.754472394
2016-05-02 12:00:45-07:00,9125972.9636163
2016-05-02 12:00:46-07:00,9109286.931327814
2016-05-02 12:00:47-07:00,9105460.102868618
2016-05-02 12:00:48-07:00,9116413.745606903
2016-05-02 12:00:49-07:00,9114549.331974018
2016-05-02 12:00:50-07:00,9117144.220600292
2016-05-02 12:00:51-07:00,9115177.951452723
2016-05-02 12:00:52-07:00,9110579.117224582
2016-05-02 12:00:53-07:00,9122636.5018876
2016-05-02 12:00:54-07:00,9103877.204489404
2016-05-02 12:00:55-07:00,9113506.256111186
2016-05-02 12:00:56-07:00,9109557.42754138
2016-05-02 12:00:57-07:00,9097951.76232418
2016-05-02 12:00:58-07:00,9101207.148769645
2016-05-02 12:00:59-07:00,9089746.723764712
2016-05-02 12:01:00-07:00,9108761.133230206
2016-05-02 12:01:01-07:00,9106037.960604522
2016-05-02 12:01:02-07:00,9109912.023607073
2016-05-02 12:01:03-07:00,9114745.574816603
2016-05-02 12:01:04-07:00,9123527.853034595
2016-05-02 12:01:05-07:00,9116087.564669074
2016-05-02 12:01:06-07:00,9089990.966722446
2016-05-02 12:01:07-07:00,9085643.043180581
2016-05-02 12:01:08-07:00,9096835.828441614
2016-05-02 12:01:09-07:00,9090639.642823545
2016-05-02 12:01:10-07:00,9079766.572265334
2016-05-02 12:01:11-07:00,9060617.401597526
2016-05-02 12:01:12-07:00,9053691.176024944
2016-05-02 12:01:13-07:00,9048973.342298245
2016-05-02 12:01:14-07:00,9065804.900302734
2016-05-02 12:01:15-07:00,9082667.157217752
2016-05-02 12:01:16-07:00,9100934.461945724
2016-05-02 12:01:17-07:00,9091398.491680313
2016-05-02 12:01:18-07:00,9103541.884790845
2016-05-02 12:01:19-07:00,9129921.499537408
2016-05-02 12:01:20-07:00,9128085.97989081
2016-05-02 12:01:21-07:00,9130607.089166515
2016-05-02 12:01:22-07:00,9115057.529417554
2016-05-02 12:01:23-07:00,9104343.922379067
2016-05-02 12:01:24-07:00,9102414.442434164
2016-05-02 12:01:25-07:00,9089258.477971042
2016-05-02 12:01:26-07:00,9109577.566119228
2016-05-02 12:01:27-07:00,9124153.02491787
2016-05-02 12:01:28-07:00,9117372.85125164
2016-05-02 12:01:29-07:00,9126704.79138214
2016-05-02 12:01:30-07:00,9120984.964945083
2016-05-02 12:01:31-07:00,9109460.513800392
2016-05-02 12:01:32-07:00,9112878.279151035
2016-05-02 12:01:33-07:00,9131854.446107527
2016-05-02 12:01:34-07:00,9135854.903510464
2016-05-02 12:01:35-07:00,9148035.395229282
2016-05-02 12:01:36-07:00,9148604.123321857
2016-05-02 12:01:37-07:00,9165655.44000108
2016-05-02 12:01:38-07:00,9180360.403130857
2016-05-02 12:01:39-07:00,9158002.685307533
2016-05-02 12:01:40-07:00,9148128.926211668
2016-05-02 12:01:41-07:00,9147842.463614397
2016-05-02 12:01:42-07:00,9149241.0262569
2016-05-02 12:01:43-07:00,9158418.865606898
2016-05-02 12:01:44-07:00,9148020.324118858
2016-05-02 12:01:45-07:00,9172965.630100193
2016-05-02 12:01:46-07:00,9162811.031722257
2016-05-02 12:01:47-07:00,9166377.893311638
