,0
2016-05-02 12:00:01-07:00,9106264.858661674
2016-05-02 12:00:02-07:00,9086224.783973115
2016-05-02 12:00:03-07:00,9092212.271712562
2016-05-02 12:00:04-07:00,9079797.805379687
2016-05-02 12:00:05-07:00,9075317.730271542
2016-05-02 12:00:06-07:00,9082242.780553142
2016-05-02 12:00:07-07:00,9070228.564348884
2016-05-02 12:00:08-07:00,9059949.597793054
2016-05-02 12:00:09-07:00,9064460.158995276
2016-05-02 12:00:10-07:00,9063605.984895669
2016-05-02 12:00:11-07:00,9059706.136039052
2016-05-02 12:00:12-07:00,9066176.549589178
2016-05-02 12:00:13-07:00,9087557.487189405
2016-05-02 12:00:14-07:00,9085993.711968683
2016-05-02 12:00:15-07:00,9077252.029849302
2016-05-02 12:00:16-07:00,9083249.846990861
2016-05-02 12:00:17-07:00,9077355.174004812
2016-05-02 12:00:18-07:00,9063863.580654653
2016-05-02 12:00:19-07:00,9074323.998534601
2016-05-02 12:00:20-07:00,9073126.401826994
2016-05-02 12:00:21-07:00,9071513.48438043
2016-05-02 12:00:22-07:00,9065140.76330616
2016-05-02 12:00:23-07:00,9058239.146684157
2016-05-02 12:00:24-07:00,9065792.004920151
2016-05-02 12:00:25-07:00,9055183.962095542
2016-05-02 12:00:26-07:00,9048237.806472996
2016-05-02 12:00:27-07:00,9034752.391072288
2016-05-02 12:00:28-07:00,9035779.112627922
2016-05-02 12:00:29-07:00,9007990.601860322
2016-05-02 12:00:30-07:00,9010639.081800718
2016-05-02 12:00:31-07:00,9010293.037957102
2016-05-02 12:00:32-07:00,8992786.923164338
2016-05-02 12:00:33-07:00,8985376.798826613
2016-05-02 12:00:34-07:00,8995756.63915002
2016-05-02 12:00:35-07:00,9013828.789513811
2016-05-02 12:00:36-07:00,9023792.538455382
2016-05-02 12:00:37-07:00,9036775.184433209
2016-05-02 12:00:38-07:00,9050611.970156537
2016-05-02 12:00:39-07:00,9058321.76313319
2016-05-02 12:00:40-07:00,9056004.279687272
2016-05-02 12:00:41-07:00,9054649.518611705
2016-05-02 12:00:42-07:00,9077819.997894056
2016-05-02 12:00:43-07:00,9074109.58516694
2016-05-02 12:00:44-07:00,9068334.384632608
2016-05-02 12:00:45-07:00,9079860.24661784
2016-05-02 12:00:46-07:00,9069317.61349226
2016-05-02 12:00:47-07:00,9068886.609334225
2016-05-02 12:00:48-07:00,9052397.055965612
2016-05-02 12:00:49-07:00,9077579.292433608
2016-05-02 12:00:50-07:00,9068908.18833677
2016-05-02 12:00:51-07:00,9063524.318715543
2016-05-02 12:00:52-07:00,9075016.195806533
2016-05-02 12:00:53-07:00,9081545.102474004
2016-05-02 12:00:54-07:00,9091420.250904597
2016-05-02 12:00:55-07:00,9104445.688302575
2016-05-02 12:00:56-07:00,9086283.701590076
2016-05-02 12:00:57-07:00,9104569.62134132
2016-05-02 12:00:58-07:00,9103839.756744726
2016-05-02 12:00:59-07:00,9112946.249127956
2016-05-02 12:01:00-07:00,9109683.794435726
2016-05-02 12:01:01-07:00,9125486.068238242
2016-05-02 12:01:02-07:00,9136195.487333976
2016-05-02 12:01:03-07:00,9112709.124481851
2016-05-02 12:01:04-07:00,9140043.207653148
2016-05-02 12:01:05-07:00,9136909.526629033
2016-05-02 12:01:06-07:00,9136339.826678596
2016-05-02 12:01:07-07:00,9143403.702945663
2016-05-02 12:01:08-07:00,9158936.320827642
2016-05-02 12:01:09-07:00,9164209.356730606
2016-05-02 12:01:10-07:00,9171203.354300879
2016-05-02 12:01:11-07:00,9154730.171426602
2016-05-02 12:01:12-07:00,9155768.862029752
2016-05-02 12:01:13-07:00,9159307.281396689
2016-05-02 12:01:14-07:00,9173429.99407499
2016-05-02 12:01:15-07:00,9179048.299364576
2016-05-02 12:01:16-07:00,9186316.581342874
2016-05-02 12:01:17-07:00,9186768.690310217
2016-05-02 12:01:18-07:00,9175023.852011934
2016-05-02 12:01:19-07:00,9157502.4483616
2016-05-02 12:01:20-07:00,9177849.285796322
2016-05-02 12:01:21-07:00,9166866.64872454
2016-05-02 12:01:22-07:00,9149977.171346258
2016-05-02 12:01:23-07:00,9167634.915285358
2016-05-02 12:01:24-07:00,9164670.902139535
2016-05-02 12:01:25-07:00,9167868.588942455
2016-05-02 12:01:26-07:00,9164674.101508953
2016-05-02 12:01:27-07:00,9181953.367160188
2016-05-02 12:01:28-07:00,9174230.710437594
2016-05-02 12:01:29-07:00,9155653.669118425
2016-05-02 12:01:30-07:00,9175697.552873584
2016-05-02 12:01:31-07:00,9185774.661139905
2016-05-02 12:01:32-07:00,9186142.356925556
2016-05-02 12:01:33-07:00,9180594.567524735
2016-05-02 12:01:34-07:00,9202239.305443669
2016-05-02 12:01:35-07:00,9207311.207096769
2016-05-02 12:01:36-07:00,9194037.605708223
2016-05-02 12:01:37-07:00,9181892.110403778
2016-05-02 12:01:38-07:00,9176751.236010993
2016-05-02 12:01:39-07:00,9173272.782248493
