,0
2016-04-11 12:00:01-07:00,5428741.665571867
2016-04-11 12:00:02-07:00,5432328.470145462
2016-04-11 12:00:03-07:00,5429453.8123869505
2016-04-11 12:00:04-07:00,5426024.130483887
2016-04-11 12:00:05-07:00,5405609.012791261
2016-04-11 12:00:06-07:00,5402787.805103743
2016-04-11 12:00:07-07:00,5415482.831832893
2016-04-11 12:00:08-07:00,5432302.432460339
2016-04-11 12:00:09-07:00,5424655.954454689
2016-04-11 12:00:10-07:00,5423602.869660399
2016-04-11 12:00:11-07:00,5416507.367167374
2016-04-11 12:00:12-07:00,5416695.068161352
2016-04-11 12:00:13-07:00,5441807.08613554
2016-04-11 12:00:14-07:00,5424488.937041646
2016-04-11 12:00:15-07:00,5434109.828734736
2016-04-11 12:00:16-07:00,5434990.336623191
2016-04-11 12:00:17-07:00,5416741.967239519
2016-04-11 12:00:18-07:00,5421719.090373543
2016-04-11 12:00:19-07:00,5419335.25938179
2016-04-11 12:00:20-07:00,5420201.863313945
2016-04-11 12:00:21-07:00,5421249.862595661
2016-04-11 12:00:22-07:00,5422704.514089198
2016-04-11 12:00:23-07:00,5430284.197387407
2016-04-11 12:00:24-07:00,5439876.456242418
2016-04-11 12:00:25-07:00,5438710.086380192
2016-04-11 12:00:26-07:00,5471648.888189341
2016-04-11 12:00:27-07:00,5473354.220418304
2016-04-11 12:00:28-07:00,5446566.645988131
2016-04-11 12:00:29-07:00,5436380.512491942
2016-04-11 12:00:30-07:00,5433245.287306448
2016-04-11 12:00:31-07:00,5436426.204394562
2016-04-11 12:00:32-07:00,5430364.306489004
2016-04-11 12:00:33-07:00,5452696.8808105085
2016-04-11 12:00:34-07:00,5445903.799947438
2016-04-11 12:00:35-07:00,5430019.5876259515
2016-04-11 12:00:36-07:00,5405659.162035435
2016-04-11 12:00:37-07:00,5399767.633280136
2016-04-11 12:00:38-07:00,5405321.193022869
2016-04-11 12:00:39-07:00,5405951.238658991
2016-04-11 12:00:40-07:00,5408759.864514805
2016-04-11 12:00:41-07:00,5398377.993586877
2016-04-11 12:00:42-07:00,5378075.439112952
2016-04-11 12:00:43-07:00,5398040.755730508
